2	2.131693e-05
3	4.263386e-05
4	7.105643e-05
5	1.065846e-04
6	1.492185e-04
7	1.989580e-04
8	2.558031e-04
9	3.197539e-04
10	3.908104e-04
11	4.689724e-04
12	5.542401e-04
13	6.466135e-04
14	7.460925e-04
15	8.526771e-04
16	9.663674e-04
17	1.087163e-03
18	1.215065e-03
19	1.350072e-03
20	1.492185e-03
21	1.641403e-03
22	1.797728e-03
23	1.961157e-03
24	2.131693e-03
25	2.309334e-03
26	2.494081e-03
27	2.685933e-03
28	2.884891e-03
29	3.090955e-03
30	3.304124e-03
31	3.524399e-03
32	3.751779e-03
33	3.986266e-03
34	4.227857e-03
35	4.476555e-03
36	4.732358e-03
37	4.995267e-03
38	5.265281e-03
39	5.542401e-03
40	5.826627e-03
41	6.117958e-03
42	6.416395e-03
43	6.721938e-03
44	7.034586e-03
45	7.354340e-03
46	7.681200e-03
47	8.015165e-03
48	8.356236e-03
49	8.704412e-03
50	9.059695e-03
51	9.422082e-03
52	9.791576e-03
53	1.016817e-02
54	1.055188e-02
55	1.094269e-02
56	1.134061e-02
57	1.174563e-02
58	1.215775e-02
59	1.257699e-02
60	1.300333e-02
61	1.343677e-02
62	1.387732e-02
63	1.432498e-02
64	1.477974e-02
65	1.524160e-02
66	1.571058e-02
67	1.618665e-02
68	1.666984e-02
69	1.716013e-02
70	1.765752e-02
71	1.816202e-02
72	1.867363e-02
73	1.919234e-02
74	1.971816e-02
75	2.025108e-02
76	2.079111e-02
77	2.133825e-02
78	2.189249e-02
79	2.245383e-02
80	2.302228e-02
81	2.359784e-02
82	2.392193e-02
83	2.424664e-02
84	2.457194e-02
85	2.489778e-02
86	2.522414e-02
87	2.555098e-02
88	2.587826e-02
89	2.620595e-02
90	2.653402e-02
91	2.686244e-02
92	2.719117e-02
93	2.752018e-02
94	2.784945e-02
95	2.817893e-02
96	2.850861e-02
97	2.883846e-02
98	2.916844e-02
99	2.949853e-02
100	2.982870e-02
101	3.015893e-02
102	3.048919e-02
103	3.081945e-02
104	3.114970e-02
105	3.147990e-02
106	3.181003e-02
107	3.214007e-02
108	3.247000e-02
109	3.279979e-02
110	3.312942e-02
